modul,anahtar,yer_tutucular,turkce_kaynak,ar_mevcut,ar_duzeltme,not
talep,talepKategoriYok,,"Tanımlı kategori yok; talep ""Diğer"" olarak açılır.","لا توجد فئات معرّفة؛ سيُفتح الطلب كـ ""أخرى"".",,
talep,talepKategorilerYuklenemedi,,Kategoriler yüklenemedi.,تعذّر تحميل الفئات.,,
talep,talepPersonelAlinamadiKisa,,Personel listesi alınamadı.,تعذّر جلب قائمة العاملين.,,
talep,talepRedBaslik,,Talebi reddet,رفض الطلب,,
talep,talepReddedildiBildirim,,Talep reddedildi ✓,تم رفض الطلب ✓,,
talep,talepReddedilenYok,,Reddedilen talep yok.,لا توجد طلبات مرفوضة.,,
talep,talepReddediliyor,,Reddediliyor...,جارٍ الرفض...,,
talep,talepReddet,,Reddet,رفض,,
talep,talepReddetBaslik,,Talebi reddet,رفض الطلب,,
talep,talepRetSebebi,,Ret sebebi,سبب الرفض,,
talep,talepRetSebebiNot,,Ret sebebi talebi açan kişiye durum geçmişinde görünür.,يظهر سبب الرفض لمقدّم الطلب في سجل الحالة.,,
talep,talepSekmeAcik,,Açık ({n}),مفتوح ({n}),,
talep,talepSekmeCozulen,,Çözülen ({n}),محلولة ({n}),,
talep,talepSekmeIsEmri,,İş Emri ({n}),أمر عمل ({n}),,
talep,talepSekmeReddedilen,,Reddedilen ({n}),مرفوضة ({n}),,
talep,talepYeni,,Yeni talep,طلب جديد,,
talep,talepYeniBaslik,,Yeni talep / arıza,طلب / عطل جديد,,
talep,talepYoneticiIslemleri,,Yönetici işlemleri,إجراءات المدير,,
tesis,tesisAdiAciklama,,Ana ekranın başlığında görünür; tüm kullanıcılar bu adı görür.,يظهر في عنوان الشاشة الرئيسية؛ يراه جميع المستخدمين.,,
tesis,tesisAdiGuncellendi,,Tesis adı güncellendi,تم تحديث اسم المجمّع,,
tesis,tesisAdiIpucu,,Örn. Örnek Sitesi,مثال: مجمّع نموذجي,,
tesis,tesisAdiKisa,,Tesis adı en az 2 karakter olmalı,يجب أن يكون اسم المجمّع حرفين على الأقل,,
tesis,tesisKurulumAciklama,,Yönetici olarak ilk girişinizi yaptınız. Devam etmek için sitenizin/tesisinizin adını girin. Bu adı daha sonra ayarlardan değiştirebilirsiniz.,لقد سجّلت الدخول كمدير لأول مرة. للمتابعة، أدخل اسم مجمّعك؛ ويمكنك تغييره لاحقاً من الإعدادات.,,
tesis,tesisKurulumBaslik,,Tesisinizi tanımlayın,عرّف مجمّعك,,
tesis,tesisOlustur,,Tesisi oluştur,إنشاء المجمّع,,
vardiya,vardiyaAtanabilirYok,,Atanabilir personel yok,لا يوجد موظفون قابلون للتعيين,,
vardiya,vardiyaBaslik,,Vardiyalar,الورديات,,
vardiya,vardiyaPersonelAta,,Personel Ata,تعيين موظفين,,
vardiya,vardiyaPersonelBaslik,,{ad} — Personel,{ad} — الموظفون,,
vardiya,vardiyaPersonelGuncellendi,,Vardiya personeli güncellendi ✓,تم تحديث موظفي الوردية ✓,,
vardiya,vardiyaPersonelYuklenemedi,,Personel yüklenemedi.,تعذّر تحميل الموظفين.,,
vardiya,vardiyaSaatAraligi,"baslangic,bitis,gunTipi",{baslangic} - {bitis} • {gunTipi},{baslangic} - {bitis} • {gunTipi},,
vardiya,vardiyaTanimYok,,Vardiya tanımı yok,لا توجد ورديات معرّفة,,
vardiya,vardiyaYuklenemedi,,Vardiyalar yüklenemedi.,تعذّر تحميل الورديات.,,
yon,yonIletisimAlinamadi,,Yönetici bilgileri alınamadı.,تعذّر جلب بيانات الإدارة.,,
yon,yonIletisimAra,,Yöneticiyi Ara,اتصل بالمدير,,
yon,yonIletisimBaslik,,Yönetici İletişim,التواصل مع الإدارة,,
yon,yonIletisimMail,,Yönetim maili,بريد الإدارة,,
yon,yonIletisimTanimliDegil,,Yönetici iletişim bilgisi tanımlı değil.,لم تُعرَّف بيانات تواصل الإدارة.,,
yuzde,yuzdeDeger,,%{oran},{oran}٪,,
ziyaret,ziyaretAdAlan,,Ziyaretçi adı *,اسم الزائر *,,
ziyaret,ziyaretAdGerekli,,Ziyaretçi adı gerekli,اسم الزائر مطلوب,,
ziyaret,ziyaretBildirilecekSakin,,Bildirilecek sakin *,الساكن المراد إبلاغه *,,
ziyaret,ziyaretBildirilenSakin,,Bildirilen sakin: {ad},الساكن المُبلَّغ: {ad},,
ziyaret,ziyaretBilgileriDuzenle,,Bilgileri düzenle,تعديل البيانات,,
ziyaret,ziyaretDuzenleAlt,,"Ad, daire, bildirilen sakin ve notu güncelleyebilirsiniz.",يمكنك تحديث الاسم والوحدة والساكن المُبلَّغ والملاحظة.,,
ziyaret,ziyaretDuzenleBaslik,,Ziyaretçi düzenle,تعديل الزائر,,
ziyaret,ziyaretGuncellendi,,Ziyaretçi bilgileri güncellendi ✓,تم تحديث بيانات الزائر ✓,,
ziyaret,ziyaretGuvenligiAra,,Güvenliği ara,اتصل بالأمن,,
ziyaret,ziyaretKaydedildi,,Ziyaretçi kaydedildi — daire sakinine bildirildi ✓,تم تسجيل الزائر — أُبلغ ساكن الوحدة ✓,,
ziyaret,ziyaretKaydetVeBildir,,Kaydet ve sakine bildir,احفظ وأبلغ الساكن,,
ziyaret,ziyaretOnceDaireNo,,Önce daire no girin,أدخل رقم الوحدة أولاً,,
ziyaret,ziyaretSakiniAra,,Sakini ara,اتصل بالساكن,,
ziyaret,ziyaretSakiniSecin,,Bildirilecek sakini seçin,اختر الساكن المراد إبلاغه,,
ziyaret,ziyaretSakinleriGetir,,Sakinleri getir,إحضار السكان,,
ziyaret,ziyaretYeni,,Yeni ziyaretçi,زائر جديد,,
ziyaret,ziyaretYeniAlt,,Sakine yalnızca bilgilendirme gider (onay istenmez).,يُرسل للساكن إشعار فقط (لا يُطلب أي موافقة).,,
ziyaret,ziyaretYokGuvenlik,,Henüz ziyaretçi kaydı yok.,لا توجد سجلات زوار بعد.,,
ziyaret,ziyaretYokSakin,,Size iletilen ziyaretçi kaydı yok.,لا توجد سجلات زوار مُبلَّغة إليك.,,
ziyaretci,ziyaretciDaireSakinYok,,Bu dairede aktif sakin yok,لا يوجد ساكن نشط في هذه الوحدة,,
